"Country"	"variable"	"value"	"Year"
"Bangladesh"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	298,1	"2018"
"Barbados"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	32,8	"2018"
"Belarus"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	889,3	"2018"
"Belgium"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	4412,3	"2018"
"Belize"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	14,7	"2018"
"Benin"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	28,3	"2018"
"Bhutan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6,9	"2018"
"Bolivia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	299,5	"2018"
"Bosnia and Herzegovina"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	286,9	"2018"
"Botswana"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	143,1	"2018"
"Brazil"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	23135,6	"2018"
"Brunei Darussalam"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	45,7	"2018"
"Bulgaria"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	870,9	"2018"
"Burkina Faso"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	31,9	"2018"
"Burundi"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8,3	"2018"
"Cabo Verde"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8,2	"2018"
"Cambodia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	55,5	"2018"
"Cameroon"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	93,1	"2018"
"Canada"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	19739,7	"2018"
"Central African Repuplic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2	"2018"
"Chad"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	20,9	"2018"
"Chile"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3694,1	"2018"
"China"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	53608,5	"2018"
"Colombia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3855,2	"2018"
"Comoros"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2,2	"2018"
"Congo, Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	50,4	"2018"
"Costa Rica"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	692,9	"2018"
"Cote d'Ivoire"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	132,9	"2018"
"Croatia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	619,6	"2018"
"Cyprus"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	250,8	"2018"
"Czech Republic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2157,3	"2018"
"Congo, Dem. Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	48,2	"2018"
"Denmark"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2308,1	"2018"
"Djibouti"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	11,2	"2018"
"Dominican Republic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	501,3	"2018"
"Ecuador"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1152,9	"2018"
"Egypt, Arab Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5358	"2018"
"El Salvador"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	256,1	"2018"
"Equatorial Guinea"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	63,8	"2018"
"Estonia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	196,8	"2018"
"Ethiopia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	150,5	"2018"
"Fiji"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	29,6	"2018"
"Finland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1779,6	"2018"
"France"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	25890,6	"2018"
"Gabon"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	52,7	"2018"
"Gambia, The"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	7,6	"2018"
"Georgia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	229,3	"2018"
"Germany"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	38210,2	"2018"
"Ghana"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	184,8	"2018"
"Greece"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2042,8	"2018"
"Grenada"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6,6	"2018"
"Guatemala"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	455,7	"2018"
"Guinea"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	24,7	"2018"
"Guinea-Bissau"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	4,8	"2018"
"Guyana"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	23,8	"2018"
"Haiti"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	80,8	"2018"
"Honduras"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	225,4	"2018"
"Hungary"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1525,7	"2018"
"Iceland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	94,4	"2018"
"India"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	7963,4	"2018"
"Indonesia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2405,2	"2018"
"Iraq"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2237,1	"2018"
"Ireland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1793,7	"2018"
"Israel"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1801,4	"2018"
"Italy"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	17763,9	"2018"
"Jamaica"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	128,9	"2018"
"Japan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	13094,2	"2018"
"Jordan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	512,9	"2018"
"Kazakhstan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1702,4	"2018"
"Kenya"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	229	"2018"
"Kiribati"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2	"2018"
"Kuwait"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1003,3	"2018"
"Kyrgyz Republic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	73,2	"2018"
"Lao PDR"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8,8	"2018"
"Latvia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	171,9	"2018"
"Lebanon"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	498,9	"2018"
"Lesotho"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	36,2	"2018"
"Liberia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	14,4	"2018"
"Lithuania"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	533,9	"2018"
"Luxembourg"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	342,7	"2018"
"Macedonia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	126,2	"2018"
"Madagascar"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	16,8	"2018"
"Malawi"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	35,7	"2018"
"Malaysia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1965,7	"2018"
"Maldives"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	29,7	"2018"
"Mali"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	42,7	"2018"
"Malta"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	148,4	"2018"
"Mauritius"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	91	"2018"
"Mexico"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	14061,6	"2018"
"Micronesia, Fed. Sts."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5,8	"2018"
"Rep Moldova"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	157,9	"2018"
"Mongolia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	103,1	"2018"
"Montenegro"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	43	"2018"
"Morocco"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1251,3	"2018"
"Mozambique"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	40	"2018"
"Namibia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	126,5	"2018"
"Nepal"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	81,1	"2018"
"Netherlands"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	7477,4	"2018"
"New Zealand"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2318,6	"2018"
"Nicaragua"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	195,9	"2018"
"Niger"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	16,7	"2018"
"Nigeria"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	951,8	"2018"
"Norway"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3245,8	"2018"
"Oman"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	571,9	"2018"
"Pakistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	590,9	"2018"
"Panama"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	666,5	"2018"
"Paraguay"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	460,7	"2018"
"Peru"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1659,2	"2018"
"Philippines"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	949,9	"2018"
"Poland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6153,8	"2018"
"Portugal"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2323,8	"2018"
"Qatar"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	759	"2018"
"Romania"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1955,4	"2018"
"Russian Federation"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	27679,4	"2018"
"Rwanda"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	29,4	"2018"
"St. Lucia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	13,7	"2018"
"St. Vincent and the Grenadines"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	9,1	"2018"
"Samoa"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	10	"2018"
"Sao Tome and Principe"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2,1	"2018"
"Saudi Arabia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8791,1	"2018"
"Senegal"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	41,8	"2018"
"Serbia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	919,4	"2018"
"Seychelles"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	7,2	"2018"
"Sierra Leone"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	43,4	"2018"
"Singapore"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1013,4	"2018"
"Slovakia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1100,1	"2018"
"Slovenia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	474,9	"2018"
"Solomon Islands"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3,3	"2018"
"South Africa"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5971	"2018"
"South Korea"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5514,3	"2018"
"Spain"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	13605,7	"2018"
"Sri Lanka"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	245,8	"2018"
"Sudan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	387,3	"2018"
"Suriname"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	48,1	"2018"
"Swaziland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	44,6	"2018"
